,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.831,0.729,0.927,0.826,0.92,0.867,0.821,0.772,0.877
AAPL,0.831,0.0,0.911,0.882,0.945,0.823,0.858,0.911,0.859,0.914
AMD,0.729,0.911,0.0,0.807,0.923,0.772,0.841,0.915,0.917,0.887
AMZN,0.927,0.882,0.807,0.0,0.885,0.943,0.853,0.901,0.816,0.899
GOOGL,0.826,0.945,0.923,0.885,0.0,0.884,0.904,0.942,0.862,0.967
INTC,0.92,0.823,0.772,0.943,0.884,0.0,0.913,0.879,0.807,0.918
MARA,0.867,0.858,0.841,0.853,0.904,0.913,0.0,0.89,0.87,0.931
NVDA,0.821,0.911,0.915,0.901,0.942,0.879,0.89,0.0,0.833,0.936
PLUG,0.772,0.859,0.917,0.816,0.862,0.807,0.87,0.833,0.0,0.867
TSLA,0.877,0.914,0.887,0.899,0.967,0.918,0.931,0.936,0.867,0.0
