,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.916,0.204,0.866,0.723,0.86,0.934,0.866,0.899,0.945
AAPL,0.916,0.0,0.304,0.831,0.797,0.896,0.938,0.924,0.925,0.935
AMD,0.204,0.304,0.0,0.119,0.492,0.332,0.276,0.466,0.31,0.286
AMZN,0.866,0.831,0.119,0.0,0.847,0.925,0.922,0.872,0.884,0.891
GOOGL,0.723,0.797,0.492,0.847,0.0,0.916,0.845,0.907,0.817,0.847
INTC,0.86,0.896,0.332,0.925,0.916,0.0,0.911,0.905,0.869,0.914
MARA,0.934,0.938,0.276,0.922,0.845,0.911,0.0,0.959,0.985,0.97
NVDA,0.866,0.924,0.466,0.872,0.907,0.905,0.959,0.0,0.961,0.925
PLUG,0.899,0.925,0.31,0.884,0.817,0.869,0.985,0.961,0.0,0.93
TSLA,0.945,0.935,0.286,0.891,0.847,0.914,0.97,0.925,0.93,0.0
