,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.869,0.721,0.395,0.59,0.042,-0.14,0.913,-0.507,0.564
AAPL,0.869,0.0,0.754,0.531,0.696,-0.038,-0.116,0.9,-0.553,0.535
AMD,0.721,0.754,0.0,0.707,0.811,-0.271,-0.19,0.758,-0.753,0.539
AMZN,0.395,0.531,0.707,0.0,0.856,-0.508,-0.302,0.405,-0.762,0.203
GOOGL,0.59,0.696,0.811,0.856,0.0,-0.485,-0.424,0.641,-0.878,0.324
INTC,0.042,-0.038,-0.271,-0.508,-0.485,0.0,0.578,-0.02,0.547,0.188
MARA,-0.14,-0.116,-0.19,-0.302,-0.424,0.578,0.0,-0.105,0.296,0.247
NVDA,0.913,0.9,0.758,0.405,0.641,-0.02,-0.105,0.0,-0.554,0.491
PLUG,-0.507,-0.553,-0.753,-0.762,-0.878,0.547,0.296,-0.554,0.0,-0.257
TSLA,0.564,0.535,0.539,0.203,0.324,0.188,0.247,0.491,-0.257,0.0
