,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.165,0.747,-0.346,-0.163,0.623,-0.626,0.459,0.703,0.54
AAPL,-0.165,0.0,-0.345,0.621,0.089,-0.284,0.162,0.521,-0.198,-0.381
AMD,0.747,-0.345,0.0,-0.637,-0.015,0.888,-0.184,0.214,0.791,0.867
AMZN,-0.346,0.621,-0.637,0.0,-0.01,-0.648,-0.035,0.109,-0.362,-0.695
GOOGL,-0.163,0.089,-0.015,-0.01,0.0,0.07,0.152,-0.116,-0.307,-0.117
INTC,0.623,-0.284,0.888,-0.648,0.07,0.0,-0.069,0.07,0.68,0.901
MARA,-0.626,0.162,-0.184,-0.035,0.152,-0.069,0.0,-0.069,-0.385,0.038
NVDA,0.459,0.521,0.214,0.109,-0.116,0.07,-0.069,0.0,0.146,-0.003
PLUG,0.703,-0.198,0.791,-0.362,-0.307,0.68,-0.385,0.146,0.0,0.757
TSLA,0.54,-0.381,0.867,-0.695,-0.117,0.901,0.038,-0.003,0.757,0.0
