,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.463,-0.09,0.476,0.206,0.283,0.718,0.407,0.296,0.534
AAPL,-0.463,0.0,-0.133,-0.308,0.052,-0.198,-0.215,-0.198,-0.191,0.008
AMD,-0.09,-0.133,0.0,-0.631,-0.916,0.733,0.335,-0.201,0.812,0.357
AMZN,0.476,-0.308,-0.631,0.0,0.75,-0.332,0.065,0.456,-0.436,-0.138
GOOGL,0.206,0.052,-0.916,0.75,0.0,-0.613,-0.253,0.264,-0.782,-0.282
INTC,0.283,-0.198,0.733,-0.332,-0.613,0.0,0.447,-0.117,0.693,0.459
MARA,0.718,-0.215,0.335,0.065,-0.253,0.447,0.0,0.229,0.705,0.675
NVDA,0.407,-0.198,-0.201,0.456,0.264,-0.117,0.229,0.0,-0.01,0.291
PLUG,0.296,-0.191,0.812,-0.436,-0.782,0.693,0.705,-0.01,0.0,0.512
TSLA,0.534,0.008,0.357,-0.138,-0.282,0.459,0.675,0.291,0.512,0.0
