,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.09,0.699,-0.071,0.474,0.74,0.806,-0.402,0.753,0.855
AAPL,0.09,0.0,0.46,0.247,0.705,0.468,0.131,0.279,0.074,0.048
AMD,0.699,0.46,0.0,0.342,0.616,0.871,0.862,-0.016,0.482,0.828
AMZN,-0.071,0.247,0.342,0.0,0.438,0.287,0.094,0.766,-0.388,0.129
GOOGL,0.474,0.705,0.616,0.438,0.0,0.726,0.362,0.254,0.152,0.35
INTC,0.74,0.468,0.871,0.287,0.726,0.0,0.807,-0.122,0.413,0.736
MARA,0.806,0.131,0.862,0.094,0.362,0.807,0.0,-0.371,0.662,0.926
NVDA,-0.402,0.279,-0.016,0.766,0.254,-0.122,-0.371,0.0,-0.609,-0.35
PLUG,0.753,0.074,0.482,-0.388,0.152,0.413,0.662,-0.609,0.0,0.679
TSLA,0.855,0.048,0.828,0.129,0.35,0.736,0.926,-0.35,0.679,0.0
