,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.631,-0.263,-0.751,-0.552,0.344,0.365,-0.679,-0.664,-0.674
AAPL,-0.631,0.0,0.711,0.883,0.914,0.194,-0.226,0.937,0.656,0.947
AMD,-0.263,0.711,0.0,0.695,0.82,0.526,0.096,0.806,0.23,0.669
AMZN,-0.751,0.883,0.695,0.0,0.916,0.063,-0.242,0.955,0.732,0.923
GOOGL,-0.552,0.914,0.82,0.916,0.0,0.323,-0.074,0.933,0.607,0.905
INTC,0.344,0.194,0.526,0.063,0.323,0.0,0.24,0.166,-0.076,0.153
MARA,0.365,-0.226,0.096,-0.242,-0.074,0.24,0.0,-0.177,-0.453,-0.374
NVDA,-0.679,0.937,0.806,0.955,0.933,0.166,-0.177,0.0,0.631,0.927
PLUG,-0.664,0.656,0.23,0.732,0.607,-0.076,-0.453,0.631,0.0,0.718
TSLA,-0.674,0.947,0.669,0.923,0.905,0.153,-0.374,0.927,0.718,0.0
