,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.837,-0.557,0.898,0.647,-0.925,0.2,-0.279,0.889,0.897
AAPL,0.837,0.0,-0.362,0.88,0.527,-0.894,0.43,-0.437,0.87,0.851
AMD,-0.557,-0.362,0.0,-0.475,-0.668,0.529,0.19,0.427,-0.524,-0.605
AMZN,0.898,0.88,-0.475,0.0,0.723,-0.909,0.145,-0.247,0.842,0.832
GOOGL,0.647,0.527,-0.668,0.723,0.0,-0.676,-0.343,-0.136,0.5,0.725
INTC,-0.925,-0.894,0.529,-0.909,-0.676,0.0,-0.174,0.253,-0.812,-0.894
MARA,0.2,0.43,0.19,0.145,-0.343,-0.174,0.0,-0.297,0.336,0.17
NVDA,-0.279,-0.437,0.427,-0.247,-0.136,0.253,-0.297,0.0,-0.503,-0.354
PLUG,0.889,0.87,-0.524,0.842,0.5,-0.812,0.336,-0.503,0.0,0.814
TSLA,0.897,0.851,-0.605,0.832,0.725,-0.894,0.17,-0.354,0.814,0.0
