,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.692,0.709,0.176,0.379,0.85,0.465,-0.0,0.556,0.918
AAPL,0.692,0.0,0.917,0.496,0.346,0.835,0.723,0.362,0.385,0.755
AMD,0.709,0.917,0.0,0.597,0.432,0.911,0.774,0.446,0.352,0.825
AMZN,0.176,0.496,0.597,0.0,0.411,0.467,0.687,0.567,0.116,0.45
GOOGL,0.379,0.346,0.432,0.411,0.0,0.572,0.082,0.606,-0.339,0.39
INTC,0.85,0.835,0.911,0.467,0.572,0.0,0.641,0.307,0.309,0.864
MARA,0.465,0.723,0.774,0.687,0.082,0.641,0.0,0.233,0.536,0.631
NVDA,-0.0,0.362,0.446,0.567,0.606,0.307,0.233,0.0,-0.309,0.184
PLUG,0.556,0.385,0.352,0.116,-0.339,0.309,0.536,-0.309,0.0,0.587
TSLA,0.918,0.755,0.825,0.45,0.39,0.864,0.631,0.184,0.587,0.0
