,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.774,0.795,0.945,0.875,0.745,0.933,0.758,0.58,0.929
AAPL,0.774,0.0,0.968,0.916,0.947,0.976,0.741,0.972,0.274,0.81
AMD,0.795,0.968,0.0,0.909,0.941,0.984,0.762,0.993,0.389,0.811
AMZN,0.945,0.916,0.909,0.0,0.969,0.896,0.912,0.886,0.44,0.916
GOOGL,0.875,0.947,0.941,0.969,0.0,0.947,0.871,0.935,0.333,0.842
INTC,0.745,0.976,0.984,0.896,0.947,0.0,0.729,0.987,0.284,0.751
MARA,0.933,0.741,0.762,0.912,0.871,0.729,0.0,0.731,0.493,0.894
NVDA,0.758,0.972,0.993,0.886,0.935,0.987,0.731,0.0,0.314,0.775
PLUG,0.58,0.274,0.389,0.44,0.333,0.284,0.493,0.314,0.0,0.567
TSLA,0.929,0.81,0.811,0.916,0.842,0.751,0.894,0.775,0.567,0.0
