,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.39,-0.2,-0.083,0.25,0.094,0.009,-0.011,0.305,0.105
AAPL,-0.39,0.0,0.371,-0.478,-0.486,-0.451,-0.265,0.001,0.214,0.261
AMD,-0.2,0.371,0.0,0.35,0.449,0.371,0.639,0.799,0.132,0.385
AMZN,-0.083,-0.478,0.35,0.0,0.813,0.812,0.771,0.416,-0.528,0.313
GOOGL,0.25,-0.486,0.449,0.813,0.0,0.721,0.843,0.583,-0.133,0.37
INTC,0.094,-0.451,0.371,0.812,0.721,0.0,0.687,0.405,-0.591,0.328
MARA,0.009,-0.265,0.639,0.771,0.843,0.687,0.0,0.625,-0.07,0.474
NVDA,-0.011,0.001,0.799,0.416,0.583,0.405,0.625,0.0,0.169,0.174
PLUG,0.305,0.214,0.132,-0.528,-0.133,-0.591,-0.07,0.169,0.0,-0.142
TSLA,0.105,0.261,0.385,0.313,0.37,0.328,0.474,0.174,-0.142,0.0
