,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.435,0.03,0.668,-0.452,0.168,-0.639,-0.55,-0.144,0.713
AAPL,-0.435,0.0,0.289,-0.135,0.653,0.305,0.478,0.49,0.253,-0.121
AMD,0.03,0.289,0.0,0.683,0.611,0.673,0.557,0.726,0.836,0.502
AMZN,0.668,-0.135,0.683,0.0,0.064,0.557,-0.143,0.06,0.395,0.912
GOOGL,-0.452,0.653,0.611,0.064,0.0,0.65,0.697,0.746,0.655,-0.013
INTC,0.168,0.305,0.673,0.557,0.65,0.0,0.292,0.36,0.52,0.431
MARA,-0.639,0.478,0.557,-0.143,0.697,0.292,0.0,0.905,0.753,-0.345
NVDA,-0.55,0.49,0.726,0.06,0.746,0.36,0.905,0.0,0.806,-0.144
PLUG,-0.144,0.253,0.836,0.395,0.655,0.52,0.753,0.806,0.0,0.193
TSLA,0.713,-0.121,0.502,0.912,-0.013,0.431,-0.345,-0.144,0.193,0.0
