,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.645,-0.572,0.287,-0.813,-0.59,-0.624,-0.781,-0.769,0.537
AAPL,-0.645,0.0,0.585,-0.252,0.816,0.702,0.759,0.717,0.56,-0.425
AMD,-0.572,0.585,0.0,0.34,0.757,0.665,0.793,0.919,0.888,0.068
AMZN,0.287,-0.252,0.34,0.0,-0.187,0.058,-0.07,0.087,0.172,0.732
GOOGL,-0.813,0.816,0.757,-0.187,0.0,0.792,0.77,0.87,0.796,-0.308
INTC,-0.59,0.702,0.665,0.058,0.792,0.0,0.552,0.695,0.678,-0.204
MARA,-0.624,0.759,0.793,-0.07,0.77,0.552,0.0,0.856,0.761,-0.335
NVDA,-0.781,0.717,0.919,0.087,0.87,0.695,0.856,0.0,0.935,-0.213
PLUG,-0.769,0.56,0.888,0.172,0.796,0.678,0.761,0.935,0.0,-0.12
TSLA,0.537,-0.425,0.068,0.732,-0.308,-0.204,-0.335,-0.213,-0.12,0.0
