,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.349,0.743,0.076,-0.419,0.799,-0.163,0.676,0.618,0.42
AAPL,0.349,0.0,0.481,0.889,0.09,0.678,0.1,0.802,0.579,0.882
AMD,0.743,0.481,0.0,0.358,-0.586,0.697,-0.483,0.857,0.764,0.572
AMZN,0.076,0.889,0.358,0.0,0.143,0.429,0.05,0.655,0.541,0.773
GOOGL,-0.419,0.09,-0.586,0.143,0.0,-0.302,0.724,-0.311,-0.469,-0.071
INTC,0.799,0.678,0.697,0.429,-0.302,0.0,-0.138,0.833,0.719,0.765
MARA,-0.163,0.1,-0.483,0.05,0.724,-0.138,0.0,-0.232,-0.431,-0.03
NVDA,0.676,0.802,0.857,0.655,-0.311,0.833,-0.232,0.0,0.817,0.806
PLUG,0.618,0.579,0.764,0.541,-0.469,0.719,-0.431,0.817,0.0,0.656
TSLA,0.42,0.882,0.572,0.773,-0.071,0.765,-0.03,0.806,0.656,0.0
