,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.527,0.622,0.711,0.406,0.755,0.667,-0.029,0.744,0.589
AAPL,0.527,0.0,0.675,0.716,0.603,0.868,0.705,-0.184,0.765,0.374
AMD,0.622,0.675,0.0,0.743,0.744,0.788,0.446,0.036,0.709,0.668
AMZN,0.711,0.716,0.743,0.0,0.513,0.892,0.852,-0.052,0.953,0.75
GOOGL,0.406,0.603,0.744,0.513,0.0,0.586,0.35,0.035,0.539,0.654
INTC,0.755,0.868,0.788,0.892,0.586,0.0,0.841,-0.069,0.914,0.63
MARA,0.667,0.705,0.446,0.852,0.35,0.841,0.0,-0.205,0.925,0.576
NVDA,-0.029,-0.184,0.036,-0.052,0.035,-0.069,-0.205,0.0,-0.159,0.296
PLUG,0.744,0.765,0.709,0.953,0.539,0.914,0.925,-0.159,0.0,0.713
TSLA,0.589,0.374,0.668,0.75,0.654,0.63,0.576,0.296,0.713,0.0
