,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.576,0.214,0.152,-0.369,0.342,-0.592,-0.526,0.451,-0.135
AAPL,-0.576,0.0,-0.398,0.001,0.939,0.236,0.802,0.866,-0.242,0.747
AMD,0.214,-0.398,0.0,0.608,-0.471,0.228,-0.204,-0.043,0.676,-0.086
AMZN,0.152,0.001,0.608,0.0,-0.019,0.399,0.156,0.232,0.43,0.237
GOOGL,-0.369,0.939,-0.471,-0.019,0.0,0.401,0.687,0.782,-0.188,0.753
INTC,0.342,0.236,0.228,0.399,0.401,0.0,0.099,0.293,0.543,0.548
MARA,-0.592,0.802,-0.204,0.156,0.687,0.099,0.0,0.841,-0.166,0.586
NVDA,-0.526,0.866,-0.043,0.232,0.782,0.293,0.841,0.0,-0.065,0.784
PLUG,0.451,-0.242,0.676,0.43,-0.188,0.543,-0.166,-0.065,0.0,0.159
TSLA,-0.135,0.747,-0.086,0.237,0.753,0.548,0.586,0.784,0.159,0.0
