,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.55,0.829,0.317,0.01,0.842,0.95,-0.402,0.833,0.711
AAPL,0.55,0.0,0.568,-0.402,0.124,0.546,0.65,0.2,0.811,0.812
AMD,0.829,0.568,0.0,0.38,0.196,0.817,0.82,-0.025,0.818,0.735
AMZN,0.317,-0.402,0.38,0.0,0.323,0.457,0.228,-0.277,-0.004,0.085
GOOGL,0.01,0.124,0.196,0.323,0.0,0.327,0.035,0.348,0.002,0.255
INTC,0.842,0.546,0.817,0.457,0.327,0.0,0.851,-0.238,0.693,0.769
MARA,0.95,0.65,0.82,0.228,0.035,0.851,0.0,-0.398,0.862,0.772
NVDA,-0.402,0.2,-0.025,-0.277,0.348,-0.238,-0.398,0.0,-0.035,0.105
PLUG,0.833,0.811,0.818,-0.004,0.002,0.693,0.862,-0.035,0.0,0.849
TSLA,0.711,0.812,0.735,0.085,0.255,0.769,0.772,0.105,0.849,0.0
