,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.784,0.639,0.487,0.471,0.931,0.893,0.646,0.644,0.671
AAPL,0.784,0.0,0.871,0.835,0.786,0.844,0.533,0.919,0.837,0.824
AMD,0.639,0.871,0.0,0.927,0.878,0.739,0.361,0.97,0.883,0.818
AMZN,0.487,0.835,0.927,0.0,0.873,0.623,0.151,0.941,0.888,0.746
GOOGL,0.471,0.786,0.878,0.873,0.0,0.524,0.239,0.87,0.745,0.819
INTC,0.931,0.844,0.739,0.623,0.524,0.0,0.792,0.73,0.68,0.656
MARA,0.893,0.533,0.361,0.151,0.239,0.792,0.0,0.344,0.338,0.44
NVDA,0.646,0.919,0.97,0.941,0.87,0.73,0.344,0.0,0.912,0.866
PLUG,0.644,0.837,0.883,0.888,0.745,0.68,0.338,0.912,0.0,0.719
TSLA,0.671,0.824,0.818,0.746,0.819,0.656,0.44,0.866,0.719,0.0
