,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.646,-0.567,-0.704,-0.787,-0.568,-0.189,-0.054,0.65,-0.755
AAPL,-0.646,0.0,0.58,0.619,0.715,0.633,0.343,0.424,-0.341,0.814
AMD,-0.567,0.58,0.0,0.63,0.71,0.911,-0.05,0.1,-0.024,0.791
AMZN,-0.704,0.619,0.63,0.0,0.913,0.579,0.387,-0.235,-0.522,0.864
GOOGL,-0.787,0.715,0.71,0.913,0.0,0.681,0.176,-0.105,-0.541,0.874
INTC,-0.568,0.633,0.911,0.579,0.681,0.0,-0.058,0.203,-0.036,0.758
MARA,-0.189,0.343,-0.05,0.387,0.176,-0.058,0.0,-0.006,-0.309,0.325
NVDA,-0.054,0.424,0.1,-0.235,-0.105,0.203,-0.006,0.0,0.147,0.094
PLUG,0.65,-0.341,-0.024,-0.522,-0.541,-0.036,-0.309,0.147,0.0,-0.405
TSLA,-0.755,0.814,0.791,0.864,0.874,0.758,0.325,0.094,-0.405,0.0
