,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.802,0.745,0.854,0.699,0.694,0.723,0.784,0.714,0.791
AAPL,0.802,0.0,0.982,0.971,0.971,0.32,0.974,0.984,0.962,0.941
AMD,0.745,0.982,0.0,0.968,0.974,0.269,0.966,0.983,0.949,0.907
AMZN,0.854,0.971,0.968,0.0,0.947,0.413,0.945,0.974,0.924,0.904
GOOGL,0.699,0.971,0.974,0.947,0.0,0.205,0.982,0.971,0.948,0.882
INTC,0.694,0.32,0.269,0.413,0.205,0.0,0.18,0.266,0.127,0.394
MARA,0.723,0.974,0.966,0.945,0.982,0.18,0.0,0.978,0.974,0.884
NVDA,0.784,0.984,0.983,0.974,0.971,0.266,0.978,0.0,0.974,0.911
PLUG,0.714,0.962,0.949,0.924,0.948,0.127,0.974,0.974,0.0,0.885
TSLA,0.791,0.941,0.907,0.904,0.882,0.394,0.884,0.911,0.885,0.0
