,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.199,0.764,-0.335,-0.284,0.708,0.11,0.792,-0.418,-0.202
AAPL,0.199,0.0,-0.055,0.432,0.415,0.105,0.822,-0.039,0.087,0.647
AMD,0.764,-0.055,0.0,-0.632,-0.541,0.882,-0.183,0.941,-0.471,-0.378
AMZN,-0.335,0.432,-0.632,0.0,0.932,-0.729,0.504,-0.747,0.67,0.43
GOOGL,-0.284,0.415,-0.541,0.932,0.0,-0.607,0.368,-0.689,0.725,0.275
INTC,0.708,0.105,0.882,-0.729,-0.607,0.0,-0.091,0.931,-0.625,-0.31
MARA,0.11,0.822,-0.183,0.504,0.368,-0.091,0.0,-0.162,0.133,0.763
NVDA,0.792,-0.039,0.941,-0.747,-0.689,0.931,-0.162,0.0,-0.684,-0.376
PLUG,-0.418,0.087,-0.471,0.67,0.725,-0.625,0.133,-0.684,0.0,0.321
TSLA,-0.202,0.647,-0.378,0.43,0.275,-0.31,0.763,-0.376,0.321,0.0
