,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.017,0.838,0.357,0.839,0.826,0.512,0.819,0.888,0.334
AAPL,0.017,0.0,0.028,0.656,0.358,0.373,-0.154,0.12,0.173,0.102
AMD,0.838,0.028,0.0,0.145,0.868,0.832,0.564,0.944,0.89,0.517
AMZN,0.357,0.656,0.145,0.0,0.426,0.462,0.083,0.12,0.353,0.155
GOOGL,0.839,0.358,0.868,0.426,0.0,0.959,0.53,0.905,0.887,0.571
INTC,0.826,0.373,0.832,0.462,0.959,0.0,0.531,0.833,0.838,0.584
MARA,0.512,-0.154,0.564,0.083,0.53,0.531,0.0,0.495,0.412,0.761
NVDA,0.819,0.12,0.944,0.12,0.905,0.833,0.495,0.0,0.876,0.45
PLUG,0.888,0.173,0.89,0.353,0.887,0.838,0.412,0.876,0.0,0.379
TSLA,0.334,0.102,0.517,0.155,0.571,0.584,0.761,0.45,0.379,0.0
