,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.768,0.925,0.898,0.83,0.896,0.636,0.828,0.953,0.74
AAPL,0.768,0.0,0.845,0.752,0.755,0.855,0.427,0.751,0.786,0.777
AMD,0.925,0.845,0.0,0.936,0.938,0.986,0.694,0.921,0.948,0.697
AMZN,0.898,0.752,0.936,0.0,0.972,0.943,0.86,0.915,0.908,0.517
GOOGL,0.83,0.755,0.938,0.972,0.0,0.958,0.842,0.933,0.857,0.461
INTC,0.896,0.855,0.986,0.943,0.958,0.0,0.719,0.938,0.918,0.63
MARA,0.636,0.427,0.694,0.86,0.842,0.719,0.0,0.796,0.651,0.11
NVDA,0.828,0.751,0.921,0.915,0.933,0.938,0.796,0.0,0.798,0.462
PLUG,0.953,0.786,0.948,0.908,0.857,0.918,0.651,0.798,0.0,0.74
TSLA,0.74,0.777,0.697,0.517,0.461,0.63,0.11,0.462,0.74,0.0
