,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.774,0.499,0.921,0.674,0.808,0.821,0.952,0.932,0.814
AAPL,0.774,0.0,0.028,0.798,0.809,0.917,0.903,0.846,0.75,0.954
AMD,0.499,0.028,0.0,0.392,0.156,0.294,0.007,0.47,0.329,0.049
AMZN,0.921,0.798,0.392,0.0,0.737,0.848,0.818,0.952,0.858,0.842
GOOGL,0.674,0.809,0.156,0.737,0.0,0.834,0.768,0.742,0.518,0.864
INTC,0.808,0.917,0.294,0.848,0.834,0.0,0.776,0.902,0.691,0.894
MARA,0.821,0.903,0.007,0.818,0.768,0.776,0.0,0.828,0.855,0.956
NVDA,0.952,0.846,0.47,0.952,0.742,0.902,0.828,0.0,0.879,0.864
PLUG,0.932,0.75,0.329,0.858,0.518,0.691,0.855,0.879,0.0,0.782
TSLA,0.814,0.954,0.049,0.842,0.864,0.894,0.956,0.864,0.782,0.0
