,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.919,0.934,0.871,0.663,0.971,0.942,0.94,0.708,0.712
AAPL,0.919,0.0,0.847,0.958,0.879,0.897,0.891,0.954,0.9,0.87
AMD,0.934,0.847,0.0,0.862,0.638,0.939,0.853,0.942,0.61,0.573
AMZN,0.871,0.958,0.862,0.0,0.897,0.882,0.844,0.957,0.89,0.79
GOOGL,0.663,0.879,0.638,0.897,0.0,0.64,0.63,0.814,0.927,0.853
INTC,0.971,0.897,0.939,0.882,0.64,0.0,0.943,0.935,0.682,0.658
MARA,0.942,0.891,0.853,0.844,0.63,0.943,0.0,0.908,0.729,0.734
NVDA,0.94,0.954,0.942,0.957,0.814,0.935,0.908,0.0,0.816,0.772
PLUG,0.708,0.9,0.61,0.89,0.927,0.682,0.729,0.816,0.0,0.875
TSLA,0.712,0.87,0.573,0.79,0.853,0.658,0.734,0.772,0.875,0.0
