,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.31,0.074,0.701,-0.052,0.615,0.727,0.036,0.752,0.589
AAPL,0.31,0.0,0.597,0.601,0.531,0.828,0.427,0.153,0.614,0.263
AMD,0.074,0.597,0.0,0.38,0.744,0.571,-0.137,0.592,0.261,0.374
AMZN,0.701,0.601,0.38,0.0,0.193,0.831,0.784,0.173,0.949,0.732
GOOGL,-0.052,0.531,0.744,0.193,0.0,0.392,-0.163,0.629,0.13,0.428
INTC,0.615,0.828,0.571,0.831,0.392,0.0,0.67,0.239,0.836,0.584
MARA,0.727,0.427,-0.137,0.784,-0.163,0.67,0.0,-0.176,0.889,0.539
NVDA,0.036,0.153,0.592,0.173,0.629,0.239,-0.176,0.0,0.071,0.482
PLUG,0.752,0.614,0.261,0.949,0.13,0.836,0.889,0.071,0.0,0.701
TSLA,0.589,0.263,0.374,0.732,0.428,0.584,0.539,0.482,0.701,0.0
