,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.953,-0.767,-0.903,-0.803,0.385,-0.814,-0.914,-0.282,-0.785
AAPL,-0.953,0.0,0.824,0.86,0.794,-0.465,0.748,0.951,0.438,0.864
AMD,-0.767,0.824,0.0,0.559,0.505,-0.473,0.565,0.908,0.574,0.868
AMZN,-0.903,0.86,0.559,0.0,0.774,-0.485,0.725,0.773,0.098,0.622
GOOGL,-0.803,0.794,0.505,0.774,0.0,-0.113,0.664,0.72,0.352,0.689
INTC,0.385,-0.465,-0.473,-0.485,-0.113,0.0,-0.001,-0.48,-0.247,-0.441
MARA,-0.814,0.748,0.565,0.725,0.664,-0.001,0.0,0.686,0.039,0.58
NVDA,-0.914,0.951,0.908,0.773,0.72,-0.48,0.686,0.0,0.516,0.913
PLUG,-0.282,0.438,0.574,0.098,0.352,-0.247,0.039,0.516,0.0,0.647
TSLA,-0.785,0.864,0.868,0.622,0.689,-0.441,0.58,0.913,0.647,0.0
