,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.631,0.666,0.929,0.766,0.834,0.753,0.581,0.787,0.871
AAPL,0.631,0.0,0.808,0.688,0.529,0.323,0.205,0.865,0.34,0.628
AMD,0.666,0.808,0.0,0.727,0.643,0.475,0.406,0.909,0.554,0.749
AMZN,0.929,0.688,0.727,0.0,0.804,0.853,0.735,0.672,0.817,0.894
GOOGL,0.766,0.529,0.643,0.804,0.0,0.854,0.82,0.443,0.804,0.898
INTC,0.834,0.323,0.475,0.853,0.854,0.0,0.938,0.309,0.916,0.841
MARA,0.753,0.205,0.406,0.735,0.82,0.938,0.0,0.208,0.891,0.797
NVDA,0.581,0.865,0.909,0.672,0.443,0.309,0.208,0.0,0.392,0.621
PLUG,0.787,0.34,0.554,0.817,0.804,0.916,0.891,0.392,0.0,0.858
TSLA,0.871,0.628,0.749,0.894,0.898,0.841,0.797,0.621,0.858,0.0
