,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.454,-0.465,0.782,0.847,0.69,0.594,0.551,-0.679,0.844
AAPL,-0.454,0.0,0.861,-0.632,-0.573,-0.419,-0.08,-0.107,0.228,-0.521
AMD,-0.465,0.861,0.0,-0.685,-0.588,-0.402,-0.149,-0.154,0.282,-0.466
AMZN,0.782,-0.632,-0.685,0.0,0.871,0.899,0.599,0.73,-0.504,0.853
GOOGL,0.847,-0.573,-0.588,0.871,0.0,0.761,0.582,0.589,-0.626,0.845
INTC,0.69,-0.419,-0.402,0.899,0.761,0.0,0.57,0.833,-0.46,0.812
MARA,0.594,-0.08,-0.149,0.599,0.582,0.57,0.0,0.74,-0.6,0.762
NVDA,0.551,-0.107,-0.154,0.73,0.589,0.833,0.74,0.0,-0.412,0.74
PLUG,-0.679,0.228,0.282,-0.504,-0.626,-0.46,-0.6,-0.412,0.0,-0.628
TSLA,0.844,-0.521,-0.466,0.853,0.845,0.812,0.762,0.74,-0.628,0.0
