,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.374,0.626,-0.183,-0.015,0.49,0.527,0.823,0.081,-0.378
AAPL,0.374,0.0,0.095,0.244,0.303,0.432,0.355,0.345,-0.136,-0.132
AMD,0.626,0.095,0.0,-0.454,0.297,0.598,0.207,0.698,0.179,0.096
AMZN,-0.183,0.244,-0.454,0.0,-0.405,0.127,0.356,-0.271,-0.44,0.129
GOOGL,-0.015,0.303,0.297,-0.405,0.0,0.149,0.062,0.062,0.303,0.154
INTC,0.49,0.432,0.598,0.127,0.149,0.0,0.532,0.504,0.047,0.224
MARA,0.527,0.355,0.207,0.356,0.062,0.532,0.0,0.273,0.256,0.036
NVDA,0.823,0.345,0.698,-0.271,0.062,0.504,0.273,0.0,-0.109,-0.526
PLUG,0.081,-0.136,0.179,-0.44,0.303,0.047,0.256,-0.109,0.0,0.246
TSLA,-0.378,-0.132,0.096,0.129,0.154,0.224,0.036,-0.526,0.246,0.0
