,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.753,0.768,0.937,0.824,0.911,0.84,0.742,0.796,0.877
AAPL,0.753,0.0,0.825,0.772,0.812,0.668,0.642,0.868,0.613,0.781
AMD,0.768,0.825,0.0,0.774,0.904,0.797,0.832,0.903,0.801,0.895
AMZN,0.937,0.772,0.774,0.0,0.847,0.931,0.821,0.797,0.796,0.873
GOOGL,0.824,0.812,0.904,0.847,0.0,0.887,0.893,0.806,0.812,0.956
INTC,0.911,0.668,0.797,0.931,0.887,0.0,0.932,0.73,0.884,0.917
MARA,0.84,0.642,0.832,0.821,0.893,0.932,0.0,0.708,0.889,0.925
NVDA,0.742,0.868,0.903,0.797,0.806,0.73,0.708,0.0,0.662,0.817
PLUG,0.796,0.613,0.801,0.796,0.812,0.884,0.889,0.662,0.0,0.873
TSLA,0.877,0.781,0.895,0.873,0.956,0.917,0.925,0.817,0.873,0.0
