,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.104,-0.398,-0.122,-0.344,0.417,-0.515,-0.212,-0.398,0.024
AAPL,-0.104,0.0,0.279,0.913,0.811,0.448,-0.103,0.921,0.017,-0.469
AMD,-0.398,0.279,0.0,0.199,0.598,0.026,0.734,0.482,0.819,0.508
AMZN,-0.122,0.913,0.199,0.0,0.716,0.305,-0.254,0.893,0.031,-0.58
GOOGL,-0.344,0.811,0.598,0.716,0.0,0.314,0.373,0.859,0.332,-0.22
INTC,0.417,0.448,0.026,0.305,0.314,0.0,-0.199,0.266,-0.42,-0.039
MARA,-0.515,-0.103,0.734,-0.254,0.373,-0.199,0.0,0.066,0.678,0.605
NVDA,-0.212,0.921,0.482,0.893,0.859,0.266,0.066,0.0,0.278,-0.391
PLUG,-0.398,0.017,0.819,0.031,0.332,-0.42,0.678,0.278,0.0,0.509
TSLA,0.024,-0.469,0.508,-0.58,-0.22,-0.039,0.605,-0.391,0.509,0.0
