,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.412,0.563,0.767,0.193,-0.098,0.902,0.801,0.822,0.159
AAPL,0.412,0.0,0.688,0.659,0.823,-0.085,0.507,0.773,0.633,0.285
AMD,0.563,0.688,0.0,0.702,0.759,0.221,0.587,0.77,0.629,0.514
AMZN,0.767,0.659,0.702,0.0,0.457,-0.169,0.825,0.783,0.767,0.219
GOOGL,0.193,0.823,0.759,0.457,0.0,0.107,0.259,0.628,0.454,0.374
INTC,-0.098,-0.085,0.221,-0.169,0.107,0.0,0.067,0.089,-0.081,0.769
MARA,0.902,0.507,0.587,0.825,0.259,0.067,0.0,0.837,0.796,0.299
NVDA,0.801,0.773,0.77,0.783,0.628,0.089,0.837,0.0,0.882,0.453
PLUG,0.822,0.633,0.629,0.767,0.454,-0.081,0.796,0.882,0.0,0.382
TSLA,0.159,0.285,0.514,0.219,0.374,0.769,0.299,0.453,0.382,0.0
