,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.577,0.538,-0.482,0.159,0.188,-0.022,0.27,0.579,0.328
AAPL,-0.577,0.0,0.166,0.837,0.594,0.571,0.628,0.46,0.012,0.248
AMD,0.538,0.166,0.0,0.281,0.774,0.715,0.569,0.877,0.813,0.483
AMZN,-0.482,0.837,0.281,0.0,0.663,0.565,0.796,0.527,0.125,0.274
GOOGL,0.159,0.594,0.774,0.663,0.0,0.901,0.788,0.905,0.67,0.643
INTC,0.188,0.571,0.715,0.565,0.901,0.0,0.748,0.776,0.522,0.754
MARA,-0.022,0.628,0.569,0.796,0.788,0.748,0.0,0.713,0.376,0.497
NVDA,0.27,0.46,0.877,0.527,0.905,0.776,0.713,0.0,0.747,0.395
PLUG,0.579,0.012,0.813,0.125,0.67,0.522,0.376,0.747,0.0,0.476
TSLA,0.328,0.248,0.483,0.274,0.643,0.754,0.497,0.395,0.476,0.0
