,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.752,-0.05,-0.248,-0.168,0.638,0.609,0.578,-0.798,-0.107
AAPL,0.752,0.0,0.391,-0.247,-0.166,0.926,0.844,0.889,-0.565,0.3
AMD,-0.05,0.391,0.0,0.249,0.154,0.531,0.558,0.648,0.433,0.823
AMZN,-0.248,-0.247,0.249,0.0,0.827,-0.355,-0.054,-0.218,0.426,-0.007
GOOGL,-0.168,-0.166,0.154,0.827,0.0,-0.238,-0.17,-0.27,0.355,-0.138
INTC,0.638,0.926,0.531,-0.355,-0.238,0.0,0.8,0.904,-0.403,0.435
MARA,0.609,0.844,0.558,-0.054,-0.17,0.8,0.0,0.887,-0.342,0.498
NVDA,0.578,0.889,0.648,-0.218,-0.27,0.904,0.887,0.0,-0.328,0.591
PLUG,-0.798,-0.565,0.433,0.426,0.355,-0.403,-0.342,-0.328,0.0,0.479
TSLA,-0.107,0.3,0.823,-0.007,-0.138,0.435,0.498,0.591,0.479,0.0
