,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.845,0.674,0.909,0.867,0.66,0.791,0.91,0.752,0.883
AAPL,0.845,0.0,0.745,0.861,0.963,0.912,0.916,0.921,0.94,0.981
AMD,0.674,0.745,0.0,0.782,0.793,0.798,0.846,0.849,0.598,0.68
AMZN,0.909,0.861,0.782,0.0,0.933,0.721,0.917,0.963,0.793,0.891
GOOGL,0.867,0.963,0.793,0.933,0.0,0.864,0.956,0.958,0.919,0.957
INTC,0.66,0.912,0.798,0.721,0.864,0.0,0.854,0.827,0.831,0.853
MARA,0.791,0.916,0.846,0.917,0.956,0.854,0.0,0.949,0.856,0.9
NVDA,0.91,0.921,0.849,0.963,0.958,0.827,0.949,0.0,0.826,0.917
PLUG,0.752,0.94,0.598,0.793,0.919,0.831,0.856,0.826,0.0,0.94
TSLA,0.883,0.981,0.68,0.891,0.957,0.853,0.9,0.917,0.94,0.0
