,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.539,-0.787,-0.643,-0.647,-0.854,-0.713,-0.672,0.826,0.33
AAPL,-0.539,0.0,0.88,0.818,0.933,0.749,0.58,0.886,-0.694,-0.247
AMD,-0.787,0.88,0.0,0.85,0.95,0.928,0.686,0.937,-0.864,-0.351
AMZN,-0.643,0.818,0.85,0.0,0.882,0.727,0.857,0.93,-0.539,0.112
GOOGL,-0.647,0.933,0.95,0.882,0.0,0.826,0.689,0.952,-0.773,-0.192
INTC,-0.854,0.749,0.928,0.727,0.826,0.0,0.598,0.79,-0.912,-0.504
MARA,-0.713,0.58,0.686,0.857,0.689,0.598,0.0,0.787,-0.446,0.262
NVDA,-0.672,0.886,0.937,0.93,0.952,0.79,0.787,0.0,-0.689,-0.06
PLUG,0.826,-0.694,-0.864,-0.539,-0.773,-0.912,-0.446,-0.689,0.0,0.643
TSLA,0.33,-0.247,-0.351,0.112,-0.192,-0.504,0.262,-0.06,0.643,0.0
