,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.281,0.703,-0.132,-0.558,0.189,-0.74,0.362,0.721,0.599
AAPL,-0.281,0.0,-0.584,0.866,0.364,0.524,0.612,0.553,-0.448,-0.332
AMD,0.703,-0.584,0.0,-0.534,-0.483,-0.124,-0.665,0.047,0.912,0.791
AMZN,-0.132,0.866,-0.534,0.0,0.228,0.426,0.408,0.475,-0.388,-0.415
GOOGL,-0.558,0.364,-0.483,0.228,0.0,0.339,0.556,-0.063,-0.637,-0.428
INTC,0.189,0.524,-0.124,0.426,0.339,0.0,0.288,0.437,-0.127,0.17
MARA,-0.74,0.612,-0.665,0.408,0.556,0.288,0.0,0.172,-0.683,-0.38
NVDA,0.362,0.553,0.047,0.475,-0.063,0.437,0.172,0.0,0.06,0.101
PLUG,0.721,-0.448,0.912,-0.388,-0.637,-0.127,-0.683,0.06,0.0,0.828
TSLA,0.599,-0.332,0.791,-0.415,-0.428,0.17,-0.38,0.101,0.828,0.0
