,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.809,0.798,0.941,0.844,0.921,0.863,0.797,0.802,0.888
AAPL,0.809,0.0,0.853,0.816,0.889,0.753,0.758,0.868,0.713,0.843
AMD,0.798,0.853,0.0,0.789,0.93,0.828,0.888,0.893,0.865,0.911
AMZN,0.941,0.816,0.789,0.0,0.863,0.943,0.842,0.845,0.787,0.883
GOOGL,0.844,0.889,0.93,0.863,0.0,0.892,0.903,0.887,0.818,0.962
INTC,0.921,0.753,0.828,0.943,0.892,0.0,0.931,0.82,0.857,0.924
MARA,0.863,0.758,0.888,0.842,0.903,0.931,0.0,0.81,0.894,0.937
NVDA,0.797,0.868,0.893,0.845,0.887,0.82,0.81,0.0,0.711,0.877
PLUG,0.802,0.713,0.865,0.787,0.818,0.857,0.894,0.711,0.0,0.866
TSLA,0.888,0.843,0.911,0.883,0.962,0.924,0.937,0.877,0.866,0.0
