,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.044,0.195,-0.452,0.065,0.426,-0.215,-0.145,0.008,0.414
AAPL,0.044,0.0,0.224,0.521,-0.535,-0.524,0.913,-0.304,0.877,0.706
AMD,0.195,0.224,0.0,0.407,-0.04,0.386,0.101,0.504,-0.038,0.285
AMZN,-0.452,0.521,0.407,0.0,-0.131,-0.252,0.584,0.266,0.317,0.247
GOOGL,0.065,-0.535,-0.04,-0.131,0.0,0.668,-0.676,0.58,-0.761,-0.557
INTC,0.426,-0.524,0.386,-0.252,0.668,0.0,-0.735,0.444,-0.748,-0.374
MARA,-0.215,0.913,0.101,0.584,-0.676,-0.735,0.0,-0.303,0.905,0.614
NVDA,-0.145,-0.304,0.504,0.266,0.58,0.444,-0.303,0.0,-0.516,-0.285
PLUG,0.008,0.877,-0.038,0.317,-0.761,-0.748,0.905,-0.516,0.0,0.742
TSLA,0.414,0.706,0.285,0.247,-0.557,-0.374,0.614,-0.285,0.742,0.0
