,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.865,0.887,0.8,0.375,0.78,0.217,0.873,-0.292,0.587
AAPL,0.865,0.0,0.958,0.837,0.428,0.812,0.171,0.959,-0.592,0.488
AMD,0.887,0.958,0.0,0.9,0.337,0.886,0.254,0.952,-0.542,0.439
AMZN,0.8,0.837,0.9,0.0,0.088,0.974,0.306,0.826,-0.508,0.241
GOOGL,0.375,0.428,0.337,0.088,0.0,0.104,-0.347,0.32,0.044,0.643
INTC,0.78,0.812,0.886,0.974,0.104,0.0,0.189,0.776,-0.446,0.265
MARA,0.217,0.171,0.254,0.306,-0.347,0.189,0.0,0.378,-0.259,-0.125
NVDA,0.873,0.959,0.952,0.826,0.32,0.776,0.378,0.0,-0.628,0.432
PLUG,-0.292,-0.592,-0.542,-0.508,0.044,-0.446,-0.259,-0.628,0.0,0.117
TSLA,0.587,0.488,0.439,0.241,0.643,0.265,-0.125,0.432,0.117,0.0
