,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.267,-0.685,0.196,0.276,0.316,0.07,-0.365,0.324,0.068
AAPL,0.267,0.0,-0.01,0.861,0.812,0.164,-0.227,0.272,0.399,0.384
AMD,-0.685,-0.01,0.0,-0.053,-0.08,-0.367,0.101,0.636,-0.137,0.079
AMZN,0.196,0.861,-0.053,0.0,0.824,0.134,-0.487,0.29,0.15,0.107
GOOGL,0.276,0.812,-0.08,0.824,0.0,0.463,-0.035,0.408,0.56,0.544
INTC,0.316,0.164,-0.367,0.134,0.463,0.0,0.447,0.288,0.793,0.651
MARA,0.07,-0.227,0.101,-0.487,-0.035,0.447,0.0,0.187,0.64,0.694
NVDA,-0.365,0.272,0.636,0.29,0.408,0.288,0.187,0.0,0.346,0.391
PLUG,0.324,0.399,-0.137,0.15,0.56,0.793,0.64,0.346,0.0,0.888
TSLA,0.068,0.384,0.079,0.107,0.544,0.651,0.694,0.391,0.888,0.0
