,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.588,0.82,0.773,0.469,-0.255,0.306,0.719,-0.367,0.26
AAPL,0.588,0.0,0.724,0.466,0.664,0.455,0.592,0.627,0.083,0.689
AMD,0.82,0.724,0.0,0.691,0.715,0.207,0.505,0.756,-0.014,0.462
AMZN,0.773,0.466,0.691,0.0,0.717,-0.016,0.609,0.907,0.102,0.538
GOOGL,0.469,0.664,0.715,0.717,0.0,0.564,0.87,0.823,0.524,0.774
INTC,-0.255,0.455,0.207,-0.016,0.564,0.0,0.557,0.23,0.686,0.588
MARA,0.306,0.592,0.505,0.609,0.87,0.557,0.0,0.756,0.699,0.917
NVDA,0.719,0.627,0.756,0.907,0.823,0.23,0.756,0.0,0.248,0.71
PLUG,-0.367,0.083,-0.014,0.102,0.524,0.686,0.699,0.248,0.0,0.674
TSLA,0.26,0.689,0.462,0.538,0.774,0.588,0.917,0.71,0.674,0.0
