,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.209,0.421,0.671,-0.378,-0.152,0.487,0.56,-0.475,0.713
AAPL,-0.209,0.0,-0.76,-0.511,0.902,-0.407,-0.415,-0.78,0.506,-0.154
AMD,0.421,-0.76,0.0,0.793,-0.712,0.326,0.243,0.878,-0.259,0.108
AMZN,0.671,-0.511,0.793,0.0,-0.51,0.09,0.27,0.858,-0.462,0.31
GOOGL,-0.378,0.902,-0.712,-0.51,0.0,-0.174,-0.397,-0.749,0.502,-0.298
INTC,-0.152,-0.407,0.326,0.09,-0.174,0.0,0.202,0.18,0.074,-0.045
MARA,0.487,-0.415,0.243,0.27,-0.397,0.202,0.0,0.461,-0.374,0.615
NVDA,0.56,-0.78,0.878,0.858,-0.749,0.18,0.461,0.0,-0.567,0.287
PLUG,-0.475,0.506,-0.259,-0.462,0.502,0.074,-0.374,-0.567,0.0,-0.547
TSLA,0.713,-0.154,0.108,0.31,-0.298,-0.045,0.615,0.287,-0.547,0.0
