,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.649,-0.374,-0.723,-0.62,-0.187,-0.45,-0.65,0.631,0.735
AAPL,-0.649,0.0,0.814,0.902,0.844,0.144,0.851,0.853,-0.139,-0.401
AMD,-0.374,0.814,0.0,0.729,0.774,0.234,0.889,0.812,0.228,-0.184
AMZN,-0.723,0.902,0.729,0.0,0.932,0.349,0.736,0.913,-0.259,-0.475
GOOGL,-0.62,0.844,0.774,0.932,0.0,0.388,0.787,0.93,-0.118,-0.494
INTC,-0.187,0.144,0.234,0.349,0.388,0.0,0.077,0.386,-0.3,0.086
MARA,-0.45,0.851,0.889,0.736,0.787,0.077,0.0,0.807,0.139,-0.403
NVDA,-0.65,0.853,0.812,0.913,0.93,0.386,0.807,0.0,-0.107,-0.525
PLUG,0.631,-0.139,0.228,-0.259,-0.118,-0.3,0.139,-0.107,0.0,0.355
TSLA,0.735,-0.401,-0.184,-0.475,-0.494,0.086,-0.403,-0.525,0.355,0.0
