,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.356,-0.699,0.378,0.187,0.157,-0.209,-0.397,0.032,-0.216
AAPL,0.356,0.0,-0.001,0.9,0.561,-0.149,-0.452,0.124,-0.223,-0.347
AMD,-0.699,-0.001,0.0,-0.174,-0.079,-0.27,0.229,0.542,-0.007,0.103
AMZN,0.378,0.9,-0.174,0.0,0.544,-0.154,-0.593,0.01,-0.34,-0.396
GOOGL,0.187,0.561,-0.079,0.544,0.0,0.519,0.135,0.488,0.435,0.407
INTC,0.157,-0.149,-0.27,-0.154,0.519,0.0,0.662,0.497,0.889,0.85
MARA,-0.209,-0.452,0.229,-0.593,0.135,0.662,0.0,0.444,0.841,0.882
NVDA,-0.397,0.124,0.542,0.01,0.488,0.497,0.444,0.0,0.582,0.573
PLUG,0.032,-0.223,-0.007,-0.34,0.435,0.889,0.841,0.582,0.0,0.885
TSLA,-0.216,-0.347,0.103,-0.396,0.407,0.85,0.882,0.573,0.885,0.0
