,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.727,0.894,0.892,0.837,0.889,0.374,0.775,0.93,0.714
AAPL,0.727,0.0,0.865,0.667,0.681,0.88,0.026,0.69,0.79,0.831
AMD,0.894,0.865,0.0,0.842,0.809,0.974,0.269,0.845,0.945,0.841
AMZN,0.892,0.667,0.842,0.0,0.97,0.866,0.661,0.813,0.873,0.513
GOOGL,0.837,0.681,0.809,0.97,0.0,0.861,0.658,0.805,0.83,0.451
INTC,0.889,0.88,0.974,0.866,0.861,0.0,0.294,0.85,0.936,0.779
MARA,0.374,0.026,0.269,0.661,0.658,0.294,0.0,0.517,0.292,-0.212
NVDA,0.775,0.69,0.845,0.813,0.805,0.85,0.517,0.0,0.712,0.506
PLUG,0.93,0.79,0.945,0.873,0.83,0.936,0.292,0.712,0.0,0.805
TSLA,0.714,0.831,0.841,0.513,0.451,0.779,-0.212,0.506,0.805,0.0
