,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.779,0.831,0.947,0.692,0.892,0.924,0.826,0.963,0.643
AAPL,0.779,0.0,0.95,0.863,0.908,0.701,0.928,0.98,0.823,0.953
AMD,0.831,0.95,0.0,0.916,0.87,0.815,0.944,0.968,0.894,0.897
AMZN,0.947,0.863,0.916,0.0,0.816,0.862,0.946,0.886,0.962,0.753
GOOGL,0.692,0.908,0.87,0.816,0.0,0.618,0.867,0.905,0.749,0.843
INTC,0.892,0.701,0.815,0.862,0.618,0.0,0.825,0.758,0.905,0.57
MARA,0.924,0.928,0.944,0.946,0.867,0.825,0.0,0.961,0.927,0.836
NVDA,0.826,0.98,0.968,0.886,0.905,0.758,0.961,0.0,0.854,0.933
PLUG,0.963,0.823,0.894,0.962,0.749,0.905,0.927,0.854,0.0,0.688
TSLA,0.643,0.953,0.897,0.753,0.843,0.57,0.836,0.933,0.688,0.0
