,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.743,0.096,-0.572,-0.606,-0.271,0.748,0.592,0.753,0.797
AAPL,0.743,0.0,0.263,-0.841,-0.295,-0.024,0.869,0.755,0.884,0.882
AMD,0.096,0.263,0.0,0.117,0.238,0.418,0.369,0.62,0.483,0.388
AMZN,-0.572,-0.841,0.117,0.0,0.416,0.317,-0.619,-0.461,-0.616,-0.612
GOOGL,-0.606,-0.295,0.238,0.416,0.0,0.753,-0.303,-0.024,-0.347,-0.35
INTC,-0.271,-0.024,0.418,0.317,0.753,0.0,-0.048,0.208,-0.045,-0.061
MARA,0.748,0.869,0.369,-0.619,-0.303,-0.048,0.0,0.654,0.919,0.931
NVDA,0.592,0.755,0.62,-0.461,-0.024,0.208,0.654,0.0,0.772,0.71
PLUG,0.753,0.884,0.483,-0.616,-0.347,-0.045,0.919,0.772,0.0,0.915
TSLA,0.797,0.882,0.388,-0.612,-0.35,-0.061,0.931,0.71,0.915,0.0
