,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.328,-0.51,0.744,0.761,0.689,0.595,0.44,-0.724,0.843
AAPL,-0.328,0.0,0.776,-0.581,-0.466,-0.377,-0.068,-0.014,0.166,-0.387
AMD,-0.51,0.776,0.0,-0.642,-0.482,-0.415,-0.18,-0.055,0.355,-0.484
AMZN,0.744,-0.581,-0.642,0.0,0.85,0.899,0.612,0.696,-0.503,0.819
GOOGL,0.761,-0.466,-0.482,0.85,0.0,0.751,0.596,0.556,-0.595,0.77
INTC,0.689,-0.377,-0.415,0.899,0.751,0.0,0.569,0.787,-0.478,0.816
MARA,0.595,-0.068,-0.18,0.612,0.596,0.569,0.0,0.738,-0.604,0.762
NVDA,0.44,-0.014,-0.055,0.696,0.556,0.787,0.738,0.0,-0.357,0.633
PLUG,-0.724,0.166,0.355,-0.503,-0.595,-0.478,-0.604,-0.357,0.0,-0.664
TSLA,0.843,-0.387,-0.484,0.819,0.77,0.816,0.762,0.633,-0.664,0.0
