,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.267,-0.122,-0.215,-0.536,-0.035,0.101,0.252,0.3,0.618
AAPL,-0.267,0.0,0.816,0.811,0.838,0.721,-0.164,0.726,0.131,0.459
AMD,-0.122,0.816,0.0,0.661,0.827,0.875,-0.072,0.824,0.07,0.518
AMZN,-0.215,0.811,0.661,0.0,0.685,0.616,0.16,0.611,0.461,0.361
GOOGL,-0.536,0.838,0.827,0.685,0.0,0.736,-0.194,0.54,-0.093,0.201
INTC,-0.035,0.721,0.875,0.616,0.736,0.0,-0.298,0.792,0.068,0.576
MARA,0.101,-0.164,-0.072,0.16,-0.194,-0.298,0.0,-0.081,0.397,-0.098
NVDA,0.252,0.726,0.824,0.611,0.54,0.792,-0.081,0.0,0.199,0.762
PLUG,0.3,0.131,0.07,0.461,-0.093,0.068,0.397,0.199,0.0,0.385
TSLA,0.618,0.459,0.518,0.361,0.201,0.576,-0.098,0.762,0.385,0.0
