,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.257,0.621,0.318,0.645,0.346,0.53,0.596,0.675,0.307
AAPL,0.257,0.0,0.449,0.72,0.641,0.149,0.727,0.577,0.571,0.645
AMD,0.621,0.449,0.0,0.221,0.622,0.114,0.774,0.593,0.855,0.122
AMZN,0.318,0.72,0.221,0.0,0.831,0.664,0.554,0.774,0.309,0.948
GOOGL,0.645,0.641,0.622,0.831,0.0,0.691,0.749,0.92,0.595,0.793
INTC,0.346,0.149,0.114,0.664,0.691,0.0,0.215,0.703,0.025,0.713
MARA,0.53,0.727,0.774,0.554,0.749,0.215,0.0,0.717,0.819,0.44
NVDA,0.596,0.577,0.593,0.774,0.92,0.703,0.717,0.0,0.545,0.736
PLUG,0.675,0.571,0.855,0.309,0.595,0.025,0.819,0.545,0.0,0.199
TSLA,0.307,0.645,0.122,0.948,0.793,0.713,0.44,0.736,0.199,0.0
