,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.652,0.153,0.789,0.613,-0.853,0.705,-0.575,0.692,0.682
AAPL,-0.652,0.0,-0.01,-0.557,-0.423,0.755,-0.488,0.387,-0.476,-0.36
AMD,0.153,-0.01,0.0,0.223,0.624,0.023,0.69,0.067,0.59,0.675
AMZN,0.789,-0.557,0.223,0.0,0.774,-0.831,0.662,-0.651,0.6,0.658
GOOGL,0.613,-0.423,0.624,0.774,0.0,-0.652,0.79,-0.613,0.718,0.853
INTC,-0.853,0.755,0.023,-0.831,-0.652,0.0,-0.575,0.739,-0.487,-0.537
MARA,0.705,-0.488,0.69,0.662,0.79,-0.575,0.0,-0.299,0.865,0.906
NVDA,-0.575,0.387,0.067,-0.651,-0.613,0.739,-0.299,0.0,-0.269,-0.442
PLUG,0.692,-0.476,0.59,0.6,0.718,-0.487,0.865,-0.269,0.0,0.905
TSLA,0.682,-0.36,0.675,0.658,0.853,-0.537,0.906,-0.442,0.905,0.0
