,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.552,-0.478,0.777,-0.194,0.41,-0.263,-0.891,-0.139,-0.21
AAPL,-0.552,0.0,0.779,-0.842,0.695,0.38,0.46,0.702,0.639,0.423
AMD,-0.478,0.779,0.0,-0.697,0.851,0.441,0.717,0.66,0.373,0.484
AMZN,0.777,-0.842,-0.697,0.0,-0.487,-0.0,-0.355,-0.862,-0.516,-0.347
GOOGL,-0.194,0.695,0.851,-0.487,0.0,0.603,0.765,0.416,0.391,0.532
INTC,0.41,0.38,0.441,-0.0,0.603,0.0,0.369,-0.249,0.34,0.392
MARA,-0.263,0.46,0.717,-0.355,0.765,0.369,0.0,0.357,-0.013,0.531
NVDA,-0.891,0.702,0.66,-0.862,0.416,-0.249,0.357,0.0,0.34,0.234
PLUG,-0.139,0.639,0.373,-0.516,0.391,0.34,-0.013,0.34,0.0,0.307
TSLA,-0.21,0.423,0.484,-0.347,0.532,0.392,0.531,0.234,0.307,0.0
