,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.547,0.817,0.942,0.923,0.5,0.846,0.514,0.573,0.305
AAPL,0.547,0.0,0.286,0.571,0.671,0.067,0.669,0.131,0.871,0.274
AMD,0.817,0.286,0.0,0.845,0.764,0.648,0.564,0.751,0.276,0.386
AMZN,0.942,0.571,0.845,0.0,0.95,0.592,0.784,0.639,0.493,0.367
GOOGL,0.923,0.671,0.764,0.95,0.0,0.613,0.87,0.597,0.582,0.38
INTC,0.5,0.067,0.648,0.592,0.613,0.0,0.343,0.833,-0.14,0.43
MARA,0.846,0.669,0.564,0.784,0.87,0.343,0.0,0.332,0.719,0.183
NVDA,0.514,0.131,0.751,0.639,0.597,0.833,0.332,0.0,-0.028,0.632
PLUG,0.573,0.871,0.276,0.493,0.582,-0.14,0.719,-0.028,0.0,0.161
TSLA,0.305,0.274,0.386,0.367,0.38,0.43,0.183,0.632,0.161,0.0
