,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.332,0.382,-0.445,0.041,0.502,-0.062,-0.147,0.143,0.592
AAPL,0.332,0.0,0.688,0.35,-0.442,-0.063,0.848,0.049,0.756,0.715
AMD,0.382,0.688,0.0,0.345,-0.055,0.484,0.374,0.42,0.181,0.575
AMZN,-0.445,0.35,0.345,0.0,-0.13,-0.178,0.51,0.48,0.243,0.15
GOOGL,0.041,-0.442,-0.055,-0.13,0.0,0.612,-0.672,0.571,-0.781,-0.472
INTC,0.502,-0.063,0.484,-0.178,0.612,0.0,-0.494,0.343,-0.567,-0.041
MARA,-0.062,0.848,0.374,0.51,-0.672,-0.494,0.0,-0.054,0.868,0.552
NVDA,-0.147,0.049,0.42,0.48,0.571,0.343,-0.054,0.0,-0.331,-0.035
PLUG,0.143,0.756,0.181,0.243,-0.781,-0.567,0.868,-0.331,0.0,0.674
TSLA,0.592,0.715,0.575,0.15,-0.472,-0.041,0.552,-0.035,0.674,0.0
