,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,-0.899,-0.81,-0.816,-0.633,0.501,-0.754,-0.91,-0.299,-0.78
AAPL,-0.899,0.0,0.917,0.797,0.82,-0.488,0.63,0.963,0.443,0.824
AMD,-0.81,0.917,0.0,0.604,0.724,-0.42,0.56,0.944,0.529,0.837
AMZN,-0.816,0.797,0.604,0.0,0.683,-0.591,0.544,0.74,0.043,0.52
GOOGL,-0.633,0.82,0.724,0.683,0.0,-0.182,0.473,0.75,0.324,0.626
INTC,0.501,-0.488,-0.42,-0.591,-0.182,0.0,-0.005,-0.5,-0.288,-0.484
MARA,-0.754,0.63,0.56,0.544,0.473,-0.005,0.0,0.634,0.02,0.525
NVDA,-0.91,0.963,0.944,0.74,0.75,-0.5,0.634,0.0,0.52,0.896
PLUG,-0.299,0.443,0.529,0.043,0.324,-0.288,0.02,0.52,0.0,0.666
TSLA,-0.78,0.824,0.837,0.52,0.626,-0.484,0.525,0.896,0.666,0.0
