,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.531,0.567,0.412,-0.003,0.718,0.747,0.682,0.012,0.54
AAPL,0.531,0.0,0.791,0.692,0.499,0.65,0.484,0.825,0.232,0.655
AMD,0.567,0.791,0.0,0.51,0.49,0.47,0.481,0.64,0.637,0.811
AMZN,0.412,0.692,0.51,0.0,0.332,0.751,0.608,0.819,0.092,0.688
GOOGL,-0.003,0.499,0.49,0.332,0.0,0.056,0.28,0.43,0.324,0.283
INTC,0.718,0.65,0.47,0.751,0.056,0.0,0.688,0.808,-0.093,0.553
MARA,0.747,0.484,0.481,0.608,0.28,0.688,0.0,0.824,0.088,0.635
NVDA,0.682,0.825,0.64,0.819,0.43,0.808,0.824,0.0,0.021,0.668
PLUG,0.012,0.232,0.637,0.092,0.324,-0.093,0.088,0.021,0.0,0.618
TSLA,0.54,0.655,0.811,0.688,0.283,0.553,0.635,0.668,0.618,0.0
