,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.376,0.568,0.761,0.161,0.23,0.893,0.785,0.809,0.372
AAPL,0.376,0.0,0.704,0.562,0.811,0.713,0.558,0.777,0.611,0.865
AMD,0.568,0.704,0.0,0.722,0.769,0.539,0.604,0.782,0.638,0.62
AMZN,0.761,0.562,0.722,0.0,0.391,0.342,0.841,0.757,0.758,0.528
GOOGL,0.161,0.811,0.769,0.391,0.0,0.674,0.297,0.626,0.44,0.708
INTC,0.23,0.713,0.539,0.342,0.674,0.0,0.46,0.643,0.336,0.83
MARA,0.893,0.558,0.604,0.841,0.297,0.46,0.0,0.86,0.799,0.548
NVDA,0.785,0.777,0.782,0.757,0.626,0.643,0.86,0.0,0.876,0.766
PLUG,0.809,0.611,0.638,0.758,0.44,0.336,0.799,0.876,0.0,0.585
TSLA,0.372,0.865,0.62,0.528,0.708,0.83,0.548,0.766,0.585,0.0
