,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.171,0.838,-0.306,-0.086,0.784,-0.263,0.838,0.153,-0.454
AAPL,0.171,0.0,0.08,0.454,0.499,0.136,0.653,-0.007,0.309,0.51
AMD,0.838,0.08,0.0,-0.44,-0.204,0.892,-0.481,0.946,0.13,-0.57
AMZN,-0.306,0.454,-0.44,0.0,0.91,-0.641,0.55,-0.65,0.597,0.444
GOOGL,-0.086,0.499,-0.204,0.91,0.0,-0.397,0.351,-0.438,0.707,0.211
INTC,0.784,0.136,0.892,-0.641,-0.397,0.0,-0.377,0.953,-0.163,-0.5
MARA,-0.263,0.653,-0.481,0.55,0.351,-0.377,0.0,-0.483,0.074,0.82
NVDA,0.838,-0.007,0.946,-0.65,-0.438,0.953,-0.483,0.0,-0.127,-0.589
PLUG,0.153,0.309,0.13,0.597,0.707,-0.163,0.074,-0.127,0.0,0.145
TSLA,-0.454,0.51,-0.57,0.444,0.211,-0.5,0.82,-0.589,0.145,0.0
