,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.217,0.188,0.086,0.278,0.462,0.294,0.223,-0.169,-0.08
AAPL,0.217,0.0,0.952,0.887,0.014,0.537,0.912,0.93,0.422,0.924
AMD,0.188,0.952,0.0,0.887,-0.09,0.658,0.957,0.99,0.365,0.92
AMZN,0.086,0.887,0.887,0.0,0.128,0.354,0.819,0.887,0.543,0.885
GOOGL,0.278,0.014,-0.09,0.128,0.0,-0.12,-0.105,-0.023,0.54,-0.047
INTC,0.462,0.537,0.658,0.354,-0.12,0.0,0.698,0.7,-0.156,0.449
MARA,0.294,0.912,0.957,0.819,-0.105,0.698,0.0,0.95,0.304,0.85
NVDA,0.223,0.93,0.99,0.887,-0.023,0.7,0.95,0.0,0.367,0.898
PLUG,-0.169,0.422,0.365,0.543,0.54,-0.156,0.304,0.367,0.0,0.523
TSLA,-0.08,0.924,0.92,0.885,-0.047,0.449,0.85,0.898,0.523,0.0
