,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.175,0.29,-0.49,0.047,0.458,-0.142,-0.171,0.054,0.493
AAPL,0.175,0.0,0.504,0.334,-0.562,-0.32,0.891,-0.148,0.819,0.687
AMD,0.29,0.504,0.0,0.356,-0.067,0.417,0.282,0.404,0.067,0.428
AMZN,-0.49,0.334,0.356,0.0,-0.134,-0.207,0.485,0.443,0.222,0.132
GOOGL,0.047,-0.562,-0.067,-0.134,0.0,0.652,-0.715,0.607,-0.803,-0.566
INTC,0.458,-0.32,0.417,-0.207,0.652,0.0,-0.622,0.376,-0.686,-0.244
MARA,-0.142,0.891,0.282,0.485,-0.715,-0.622,0.0,-0.18,0.881,0.578
NVDA,-0.171,-0.148,0.404,0.443,0.607,0.376,-0.18,0.0,-0.446,-0.186
PLUG,0.054,0.819,0.067,0.222,-0.803,-0.686,0.881,-0.446,0.0,0.704
TSLA,0.493,0.687,0.428,0.132,-0.566,-0.244,0.578,-0.186,0.704,0.0
