,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.125,-0.096,0.491,-0.589,-0.146,-0.268,-0.352,-0.612,0.688
AAPL,0.125,0.0,0.705,0.48,0.511,0.593,0.715,0.698,0.373,0.27
AMD,-0.096,0.705,0.0,0.629,0.774,0.724,0.792,0.928,0.768,0.384
AMZN,0.491,0.48,0.629,0.0,0.161,0.568,0.22,0.42,0.242,0.83
GOOGL,-0.589,0.511,0.774,0.161,0.0,0.641,0.808,0.851,0.871,-0.072
INTC,-0.146,0.593,0.724,0.568,0.641,0.0,0.541,0.683,0.644,0.209
MARA,-0.268,0.715,0.792,0.22,0.808,0.541,0.0,0.847,0.695,-0.034
NVDA,-0.352,0.698,0.928,0.42,0.851,0.683,0.847,0.0,0.876,0.127
PLUG,-0.612,0.373,0.768,0.242,0.871,0.644,0.695,0.876,0.0,-0.04
TSLA,0.688,0.27,0.384,0.83,-0.072,0.209,-0.034,0.127,-0.04,0.0
