,AAL,AAPL,AMD,AMZN,GOOGL,INTC,MARA,NVDA,PLUG,TSLA
AAL,0.0,0.707,0.034,0.605,0.457,0.025,0.761,0.374,0.876,0.725
AAPL,0.707,0.0,0.44,0.947,0.584,-0.323,0.701,0.733,0.919,0.945
AMD,0.034,0.44,0.0,0.628,0.274,0.088,0.274,0.834,0.332,0.339
AMZN,0.605,0.947,0.628,0.0,0.548,-0.281,0.702,0.843,0.852,0.914
GOOGL,0.457,0.584,0.274,0.548,0.0,0.291,0.395,0.446,0.515,0.585
INTC,0.025,-0.323,0.088,-0.281,0.291,0.0,-0.06,-0.121,-0.154,-0.329
MARA,0.761,0.701,0.274,0.702,0.395,-0.06,0.0,0.536,0.786,0.763
NVDA,0.374,0.733,0.834,0.843,0.446,-0.121,0.536,0.0,0.625,0.677
PLUG,0.876,0.919,0.332,0.852,0.515,-0.154,0.786,0.625,0.0,0.883
TSLA,0.725,0.945,0.339,0.914,0.585,-0.329,0.763,0.677,0.883,0.0
